FE1,FE2,FE3,FE4,FE5,FE6,FE7,FE8,FE9,FE10,FE11,FE12,FE13,FE14,FE15,FE16,FE17,FE18,FE19,FE20,FE21,FE22,FE23,FE24,FE25,FE26,FE27,FE28,FE29,FE30,FE31,FE32,Age,Race,Gender,Education,Industry,Occupation,Hours,Years,WorkSituation,OOP1,OOP2,OOP3,OOP4,OOP5,FO1,FO2,FO3,FO4,FO5,FO6,FO7,FO8,FO9,FO10,FO11,FO12,FO13,FO14,FO15,FO16,FO17,FO18,FO19,FO20,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,GO1,GO2,GO3,GO4,GO5,GO6,GO7,GO8,GO9,GO10,GO11,GO12,GO13,class,ID
7,7,1,7,7,7,7,7,7,1,7,7,1,1,5,7,1,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,16,1,1,6,1,customer support and hiring m,40,14,6,6,7,7,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,3,75
5,4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,44,1,2,5,3,Teacher,40,35,1,5,5,4,5,5,4,5,4,3,4,4,5,4,3,4,5,4,4,4,3,4,5,4,3,4,4,5,4,5,4,3,4,5,4,3,4,4,5,5,5,7,6,5,6,6,5,4,6,5,6,7,5,6,7,5,6,5,2,537
6,7,2,6,6,6,6,6,5,2,7,5,1,1,5,7,2,7,6,4,6,6,4,6,2,1,7,2,2,2,7,7,12,1,1,6,5,Accountant,42,11,6,6,7,5,5,3,4,4,5,3,4,4,5,4,5,3,4,5,5,4,4,5,4,4,3,4,4,5,5,4,4,4,3,3,4,3,4,3,3,3,4,4,3,3,2,5,5,5,5,6,6,5,6,5,4,3,4,4,3,319
6,6,2,6,6,6,7,6,7,1,6,6,2,2,6,6,1,7,6,7,7,6,7,7,2,2,2,2,2,6,6,6,28,1,1,6,10,Data Analyst,40,20,6,7,7,6,7,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,2,4,5,3,3,1,1,3,1,3,1,5,5,6,5,6,2,5,3,3,5,5,5,5,3,87
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,2,2,6,2,2,2,6,6,13,1,2,5,4,nurse,40,8,1,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,6,2,2,2,2,2,2,6,6,6,6,6,3,5,5,5,3,5,3,3,3,521
6,6,2,6,2,6,6,6,6,2,6,6,2,2,6,6,2,6,6,6,6,2,6,6,2,2,5,2,2,2,6,6,8,1,2,5,10,Operations manager,50,5,1,6,6,4,6,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,4,5,2,1,1,1,1,1,1,1,5,5,5,5,5,2,2,4,4,3,3,3,3,3,83
6,6,2,6,6,5,6,5,5,2,5,6,2,2,5,5,3,5,5,6,6,6,6,3,5,2,6,5,3,3,5,5,36,4,1,6,10,Software Developer,40,29,6,6,5,6,5,5,5,4,5,5,4,5,5,4,4,4,5,5,3,5,4,2,4,4,2,3,4,5,4,4,5,4,3,4,3,3,2,3,2,3,6,2,6,2,3,5,6,5,3,6,2,3,6,6,5,6,5,5,2,353
6,5,3,5,5,6,5,5,5,3,5,4,3,3,5,5,5,5,4,4,4,5,5,5,3,3,6,2,3,4,5,5,36,1,1,6,7,SVP of Sales,48,30,1,6,6,6,7,6,3,2,2,2,2,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,4,5,6,6,4,4,4,6,6,6,4,5,5,5,5,5,4,4,4,4,2,295
6,7,1,6,7,6,7,6,6,6,5,4,6,2,6,6,1,6,5,6,6,7,5,6,1,3,3,2,3,2,5,6,35,1,2,6,4,Doctor,45,30,6,5,6,3,5,3,4,4,5,4,5,4,3,3,5,4,3,4,5,3,4,5,4,5,4,4,5,4,4,5,4,4,3,4,5,4,5,4,7,3,2,3,2,1,2,7,6,6,7,6,4,4,3,4,2,1,1,2,3,44
6,6,2,6,6,6,6,6,6,2,6,5,2,2,4,5,4,5,4,5,6,6,6,6,3,4,4,3,2,3,6,5,17,1,2,6,9,lawyer,42,15,6,5,5,3,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,7,6,6,6,5,2,118
7,7,1,7,6,7,7,6,7,1,7,6,7,1,5,6,5,7,6,6,7,6,7,7,2,2,6,4,1,1,7,6,29,3,1,5,7,i oversee workers at quality,72,25,1,7,7,7,6,7,5,4,5,4,5,4,5,1,4,5,5,4,5,4,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,4,2,5,2,1,1,1,1,6,7,6,7,6,2,1,6,7,2,1,2,6,3,507
7,6,1,6,6,6,7,6,6,1,7,6,2,1,6,7,1,6,6,7,7,6,6,6,1,2,2,2,1,2,6,6,44,1,2,6,10,Director,40,26,6,6,7,2,6,7,5,4,5,5,4,4,5,4,4,5,4,5,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,1,3,1,1,1,7,7,5,7,7,5,5,5,7,1,3,1,3,3,545
7,6,7,7,6,7,6,7,7,6,6,7,7,6,7,6,7,6,7,6,6,7,5,6,1,2,6,6,1,4,7,6,37,1,2,6,3,Teacher,40,22,1,7,6,7,6,6,5,4,5,5,4,5,5,1,4,5,4,4,5,4,5,5,4,5,5,4,5,4,5,5,3,5,5,4,4,5,4,5,6,6,7,6,7,5,7,6,5,7,5,6,6,5,7,6,7,6,6,7,2,115
6,6,1,6,6,6,6,6,6,2,6,6,2,2,7,6,5,5,6,6,7,7,7,6,2,3,5,4,2,3,6,6,18,1,2,5,2,Designer,40,6,1,6,6,2,6,5,4,4,5,5,3,4,4,2,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,2,3,3,3,3,3,3,5,7,7,5,5,6,5,5,6,6,4,6,5,3,121
6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,6,7,7,6,7,7,6,7,1,1,6,2,2,1,6,6,38,3,1,6,9,Data Analyst,40,23,6,6,7,3,5,2,5,4,5,5,4,4,5,3,5,5,4,4,5,5,4,5,4,5,5,4,5,5,4,5,5,4,5,4,3,4,5,4,3,2,2,1,1,2,1,7,6,7,7,6,2,7,6,6,4,2,3,3,3,446
6,6,2,6,6,7,6,7,6,3,6,6,2,3,6,6,4,6,6,6,7,6,6,7,3,4,6,4,2,2,2,6,35,1,2,5,9,OFFICIAL ADVISOR,40,30,6,6,7,6,6,7,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,3,4,5,4,5,5,4,4,5,5,4,4,5,4,4,4,4,3,3,2,2,1,2,6,5,6,6,5,4,6,7,6,4,5,6,5,3,31
6,7,2,6,6,6,7,6,6,7,6,6,6,2,5,6,2,6,6,6,7,6,6,6,2,1,7,2,2,1,6,7,13,2,1,6,5,A manager at a transport and,40,4,1,5,5,3,6,3,4,4,5,4,4,5,4,3,3,4,2,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,7,7,7,3,3,3,3,5,7,6,6,5,3,4,4,3,2,1,1,1,3,127
6,6,2,5,6,5,5,5,4,6,6,5,1,1,5,6,2,5,6,6,5,5,5,6,2,4,4,2,2,5,5,5,37,1,1,4,9,Technical Support rep,45,39,6,4,5,4,6,6,4,4,5,4,4,5,4,4,4,5,4,5,4,4,5,5,4,4,4,5,4,5,4,5,4,5,4,4,4,5,4,4,5,4,3,7,3,2,1,7,7,7,6,7,1,2,4,5,4,2,3,4,2,218
5,6,4,5,5,6,7,5,6,2,5,5,6,4,5,6,5,6,5,4,3,5,5,4,2,4,6,5,2,4,5,6,17,1,2,6,10,IT Professional,30,3,6,6,5,5,6,5,4,3,3,4,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,4,3,4,4,3,2,3,3,3,2,5,6,5,5,6,6,5,4,5,5,5,5,6,2,93
7,6,7,6,7,6,7,7,7,7,6,6,7,6,7,6,3,6,7,7,6,7,6,6,1,2,7,6,6,7,6,6,39,1,2,6,4,Medical doctor,35,10,1,6,7,5,6,5,5,4,5,5,4,5,5,4,5,4,5,4,5,5,5,5,4,4,5,4,4,5,5,4,5,4,3,4,3,5,5,5,1,7,1,1,1,1,1,6,6,7,6,6,6,7,7,3,6,7,6,6,2,25
6,5,7,7,5,4,5,6,5,7,6,6,7,5,4,5,6,7,6,5,6,6,4,5,7,7,6,5,4,5,6,7,36,1,1,5,9,Marketing,30,19,6,6,5,7,5,6,5,4,4,5,3,4,4,2,3,5,4,4,5,3,4,4,3,5,4,3,4,5,3,3,4,5,4,3,5,4,3,5,6,5,7,7,4,5,6,6,7,5,4,5,5,7,7,6,4,5,6,6,2,45
6,6,2,6,6,6,6,6,6,2,5,5,2,5,5,5,3,5,5,6,6,6,6,5,3,3,5,2,2,3,6,5,23,1,2,5,10,IT Specialist,40,20,6,5,6,5,4,3,5,2,4,4,4,4,4,2,3,5,3,4,3,4,3,4,3,4,4,4,5,5,5,5,5,5,4,5,3,4,5,3,3,2,2,2,1,2,1,5,7,7,2,5,3,3,6,5,6,4,2,2,3,73
7,7,1,5,6,6,6,7,6,1,6,3,6,5,6,7,5,5,6,7,6,5,5,6,1,5,6,2,1,1,7,1,15,2,1,6,3,teacher,35,9,6,7,6,1,6,6,5,5,5,5,5,5,5,2,5,4,2,4,5,4,4,5,5,5,5,4,5,5,5,5,4,5,5,4,3,4,5,4,1,3,1,2,4,1,1,5,6,5,6,6,5,6,5,6,3,2,5,2,3,342
6,6,6,7,7,6,6,6,7,6,6,3,5,5,5,5,5,5,5,5,4,4,5,4,2,2,4,1,1,2,6,6,22,3,1,5,4,healthcare worker,34,15,6,6,7,1,6,4,5,5,5,5,5,5,5,3,4,5,4,5,4,4,4,3,4,5,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,6,7,6,6,5,1,6,6,6,1,1,5,5,2,55
7,6,6,5,6,4,5,5,6,1,4,5,2,1,5,4,5,6,5,6,4,5,5,6,5,5,3,5,5,6,4,5,8,2,1,6,7,DATA ANALYST,36,5,6,6,6,7,5,6,4,5,5,4,4,5,5,4,5,5,4,4,5,4,4,5,4,5,4,4,5,5,5,5,5,5,4,5,4,5,5,4,2,1,1,1,1,1,1,7,7,7,7,6,6,4,4,4,4,3,4,5,2,461
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,21,1,1,5,7,Data scientist,40,15,1,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1,1,1,1,1,6,7,6,6,7,1,1,1,4,1,1,1,1,3,106
6,6,2,6,6,6,7,7,6,2,7,5,1,1,6,7,2,6,6,7,6,7,7,6,2,2,6,2,1,1,7,6,29,1,1,5,4,Nurse,40,20,1,7,6,5,7,4,4,4,5,4,5,4,5,1,5,5,2,4,5,5,4,4,5,5,4,5,5,4,4,5,5,4,4,5,4,4,4,4,6,6,2,2,1,1,1,5,6,6,5,5,6,6,5,5,3,3,4,5,3,423
6,6,2,6,6,6,6,6,6,2,6,5,2,2,4,6,3,5,5,5,5,5,6,4,3,3,3,3,2,2,3,2,12,2,2,5,3,Teacher,30,8,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,4,3,3,3,4,3,3,3,3,3,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,2,137
7,7,1,7,7,7,7,7,7,7,7,6,2,3,5,7,5,6,3,7,1,5,5,7,1,1,7,1,5,1,6,2,34,1,1,5,8,VP Sales and Business Develop,40,29,5,6,6,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,6,6,2,5,5,5,5,7,5,7,7,3,373
6,7,5,7,6,7,5,7,6,1,6,7,2,1,6,7,3,6,7,6,6,7,6,6,2,1,5,3,2,3,6,7,12,1,1,6,10,IT Project Manager,45,7,6,7,7,5,6,6,4,5,5,5,4,5,5,4,5,4,2,4,5,4,2,5,5,4,5,4,4,5,5,4,5,5,3,5,3,4,4,3,3,3,1,1,2,1,1,6,7,6,6,7,1,2,2,1,3,2,3,3,3,134
7,7,7,7,7,7,7,7,7,7,7,7,1,2,7,7,1,7,7,7,7,7,7,7,1,7,7,7,1,7,7,7,20,1,1,6,7,Marketing,40,10,6,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,100
6,6,2,6,6,6,6,6,6,2,6,4,3,2,7,6,3,6,6,7,7,6,7,5,3,3,2,4,2,5,5,5,36,2,1,6,3,Teacher,41,25,1,2,7,5,3,1,5,5,5,5,5,5,5,4,5,4,4,4,4,5,4,4,4,5,4,5,2,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,1,1,7,7,5,5,5,2,3,6,6,3,1,3,3,3,117
5,3,5,7,4,6,7,6,7,2,4,6,5,6,6,5,3,6,7,5,6,4,6,7,4,6,7,5,7,5,6,6,38,4,1,5,3,Teacher,50,15,1,5,3,4,2,5,4,3,4,4,3,4,2,4,3,2,3,4,3,1,2,4,4,5,3,4,4,3,3,4,2,3,4,3,5,3,5,4,5,4,6,6,4,6,5,5,6,4,6,6,4,6,7,3,7,6,6,7,2,399
6,6,1,7,6,6,7,7,7,7,7,2,2,1,7,5,1,1,6,6,7,7,6,7,1,1,6,1,1,1,7,6,30,1,2,5,10,Data analyst,40,23,1,5,6,2,4,2,5,4,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,3,2,2,2,1,1,1,6,7,6,6,7,2,6,6,6,7,6,6,2,3,70
6,6,2,6,6,6,6,6,6,1,6,6,1,1,4,6,6,6,6,6,6,6,6,6,1,1,6,1,1,1,6,6,36,1,2,5,4,nurse,38,30,1,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,4,5,4,5,4,2,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,6,6,5,6,3,43
5,6,7,6,6,6,7,6,6,7,6,6,6,2,2,7,6,6,7,6,7,6,6,5,2,2,6,1,2,2,6,7,17,1,1,5,10,manager,45,7,6,5,6,5,6,2,4,5,4,4,4,4,5,2,4,2,2,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,5,6,6,5,6,6,6,5,5,6,5,5,3,5,5,5,3,3,2,3,2,194
7,7,1,7,7,7,7,7,7,1,7,7,1,7,7,7,1,7,7,5,4,5,5,7,1,2,6,3,1,1,7,5,29,2,1,6,7,Supply chain manager,40,18,1,6,7,4,7,4,5,3,4,5,4,4,5,5,5,5,5,5,4,5,3,4,3,5,4,5,5,5,5,5,5,5,5,5,3,4,5,4,2,3,3,2,3,2,2,6,7,6,7,7,6,5,7,6,2,2,3,3,3,116
7,7,1,7,7,7,7,7,7,1,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,1,7,1,1,1,7,7,10,1,2,6,9,Manager,40,4,6,7,7,1,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,7,7,7,7,7,4,7,7,7,1,1,1,1,3,48
6,7,6,5,6,7,5,7,3,5,6,5,7,1,3,5,3,6,5,7,2,3,7,6,1,1,2,5,6,6,3,6,3,2,2,4,3,Teacher,54,2,1,6,5,4,5,6,5,4,4,4,5,3,5,2,5,4,2,4,5,4,4,5,1,2,4,5,4,5,4,4,3,4,3,3,3,4,4,4,5,6,3,2,5,6,5,4,5,5,6,4,5,6,6,6,4,6,5,3,2,69
5,5,6,6,6,7,6,6,6,2,6,7,2,2,2,2,6,6,6,5,6,7,6,6,2,2,5,6,1,2,5,6,8,1,2,6,10,manager,45,4,6,5,6,3,5,3,4,5,5,4,4,4,5,2,4,2,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,2,5,6,5,5,5,6,5,6,6,6,6,2,5,5,6,3,3,3,3,2,198
6,6,1,6,6,6,6,6,6,1,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,6,2,1,1,6,6,16,3,2,6,3,Teacher,33,8,6,6,6,6,4,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,3,3,4,4,5,4,5,5,5,5,5,4,4,2,5,5,3,1,1,1,1,1,1,1,7,7,7,7,7,2,3,4,4,1,1,1,1,3,225
6,6,3,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,35,1,1,6,10,A Senior IT Manager,40,27,6,6,6,5,6,3,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,2,157
5,6,3,6,5,6,6,5,6,3,5,5,6,6,6,5,4,5,4,6,6,6,6,6,5,2,5,3,2,2,6,5,12,2,1,6,9,Financial Advisor,40,8,6,6,7,5,6,5,4,5,5,4,4,5,4,3,4,3,4,4,3,4,3,4,3,3,4,4,4,4,4,5,4,5,4,4,4,3,3,4,6,6,4,6,6,4,2,6,7,6,6,5,4,3,6,6,2,3,4,6,2,196
6,6,1,6,6,6,6,6,7,1,6,6,3,2,6,6,2,6,6,6,5,5,5,6,2,2,5,5,2,2,6,6,49,1,2,2,9,Consultant,35,45,6,5,6,3,6,6,4,4,4,5,4,5,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,5,5,5,5,4,4,4,4,5,5,4,3,2,1,2,1,1,2,7,7,7,7,7,4,3,3,3,1,1,1,1,3,104
6,6,2,6,6,5,5,6,5,3,6,5,3,3,5,4,5,3,3,5,5,5,5,5,3,3,5,3,2,3,5,5,37,1,2,5,3,"Art Teacher, After School Coo",50,33,1,6,6,3,3,2,4,4,4,3,4,4,4,3,4,4,4,2,3,4,3,2,5,5,4,4,4,5,5,5,5,5,5,4,4,3,3,3,1,2,1,2,1,1,1,7,7,7,7,7,4,4,3,3,3,1,1,1,2,214
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,1,7,7,7,7,7,7,7,1,1,7,3,1,1,7,7,25,1,1,3,4,nurse,36,17,6,7,7,3,7,7,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,1,1,1,7,7,7,7,7,5,7,7,7,3,2,2,2,3,136
6,6,6,2,2,2,2,2,2,2,2,2,6,6,2,2,6,6,2,6,6,6,4,2,4,4,4,4,6,6,2,2,21,1,2,6,10,Financial Advisor,40,20,6,5,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,7,7,7,7,1,1,4,1,1,1,1,1,1,60
6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,2,6,6,6,6,6,6,6,2,2,5,2,2,2,6,6,32,1,2,6,3,Teacher,30,25,6,7,7,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,2,2,2,5,5,5,5,5,3,3,4,3,3,3,3,3,3,231
5,7,1,7,7,6,6,7,6,2,7,7,1,1,7,7,1,7,7,4,6,4,6,6,5,3,4,3,1,1,7,7,9,1,2,5,5,Admin & marketing coordinator,30,5,6,6,6,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,5,4,3,3,3,4,4,3,2,2,2,3,3,3,2,6,6,6,5,5,5,5,4,3,3,3,4,5,3,329
6,6,1,7,6,5,5,5,5,2,5,6,2,1,6,5,4,5,3,3,4,4,5,5,4,1,7,4,1,2,6,6,31,1,1,6,3,Software Developer,52,25,5,5,6,3,2,2,2,2,1,1,1,4,4,1,4,4,5,3,1,1,1,2,3,5,5,5,4,4,5,5,5,4,4,5,4,3,2,4,3,3,2,2,2,2,3,7,7,7,3,5,2,4,3,2,2,1,1,1,3,234
7,7,2,6,6,6,7,7,6,2,6,6,1,1,6,7,3,6,5,5,6,7,6,6,2,1,7,1,2,2,6,6,20,1,1,4,10,Software Engineer,45,6,5,6,7,5,4,1,5,4,4,5,4,5,5,4,5,3,4,4,3,4,2,4,2,4,4,5,2,4,3,4,4,4,3,2,3,4,2,3,3,3,3,2,3,3,3,7,7,7,5,7,1,2,5,6,1,1,1,3,3,27
2,2,5,3,1,2,2,6,2,6,6,6,2,1,6,4,5,2,2,2,1,2,3,2,7,7,1,6,1,4,6,6,15,1,1,5,10,Principal Software Engineer /,40,11,5,5,6,3,4,2,2,3,3,3,2,4,5,4,5,2,5,4,3,4,2,2,2,3,4,4,3,5,4,4,4,4,2,3,2,2,3,2,2,2,2,2,1,2,2,3,2,3,3,3,1,2,4,3,2,4,3,6,1,543
3,3,5,4,3,2,2,2,2,6,5,6,6,2,5,5,5,4,4,4,2,2,2,1,7,6,2,6,4,4,2,2,19,1,2,6,10,Content Specialist,40,10,5,6,6,4,5,3,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,5,2,2,4,4,3,3,3,5,4,3,5,5,5,5,5,3,3,3,3,3,3,3,3,1,276
6,6,2,6,6,6,6,5,6,2,6,5,2,2,5,6,3,6,6,6,6,6,6,6,2,1,7,2,1,1,4,5,22,1,1,5,5,Risk Analyst,40,20,5,7,7,5,7,6,3,2,3,4,2,4,4,4,4,4,5,4,4,4,3,2,2,2,2,2,5,5,4,4,4,4,4,3,4,3,3,4,2,2,2,2,2,2,2,5,5,5,5,7,7,7,7,7,4,4,4,4,3,331
7,7,1,6,6,6,6,6,6,1,6,6,1,1,6,7,2,6,6,6,1,4,2,6,1,1,7,1,1,1,7,6,14,1,2,6,10,Corporate Training,40,10,6,7,7,5,6,5,5,5,4,4,4,5,5,4,5,5,5,4,4,4,5,4,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,3,3,3,6,7,7,6,6,4,5,6,6,4,4,3,4,3,125
7,7,3,7,6,6,6,6,6,1,6,5,1,2,6,6,2,6,6,6,6,6,6,4,2,2,4,4,2,2,4,5,17,2,1,5,4,Caregiver,48,10,1,7,7,6,5,6,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,2,7,7,7,7,7,5,7,5,7,2,2,3,3,3,78
7,7,1,7,7,7,7,7,7,1,7,7,7,1,7,7,1,7,7,7,7,7,7,7,1,1,6,2,1,1,7,7,14,4,1,5,8,Manager,32,6,1,7,7,3,6,3,5,5,5,5,5,5,5,4,5,5,3,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,3,4,5,4,3,3,3,3,3,1,1,5,5,5,4,4,4,5,4,4,7,7,7,7,3,512
6,6,2,6,6,6,6,6,6,2,6,6,2,2,6,6,4,6,6,5,5,5,5,6,3,4,4,3,3,3,5,3,35,1,2,6,4,substance abuse counselor,40,30,6,2,5,2,2,2,4,3,2,4,2,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,4,4,2,2,3,2,2,3,4,4,5,5,5,5,4,1,4,3,1,2,1,1,1,1,5,5,5,5,2,477
5,6,2,6,6,6,6,6,5,2,6,6,2,2,6,5,3,5,4,5,5,5,5,6,2,2,5,3,2,2,6,6,14,1,1,6,4,Project Manager,40,15,6,3,4,3,3,3,4,4,4,4,4,4,4,2,4,4,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,2,2,2,2,2,6,5,5,5,5,4,4,5,4,3,5,3,5,3,370
7,6,6,2,2,2,2,1,1,7,2,4,4,6,1,7,1,6,6,2,2,2,6,2,2,2,7,2,6,6,6,2,18,,2,2,10,I run a machine at a distribu,40,17,1,5,2,5,5,5,3,4,4,1,3,4,4,1,4,1,4,4,4,4,4,3,2,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,7,7,7,6,6,5,6,5,4,4,5,4,5,4,6,6,6,4,5,6,1,76
6,6,2,6,6,6,6,6,6,2,6,6,2,2,6,6,6,6,6,6,6,6,6,6,2,2,6,2,2,2,6,6,40,1,2,6,4,Financial Analyst,35,35,6,6,6,6,6,6,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,6,6,6,6,7,4,7,6,6,6,6,7,4,3,21
6,6,1,6,6,6,6,6,6,1,6,6,1,1,6,6,2,6,6,5,5,5,5,6,2,1,7,1,1,1,5,4,10,4,1,5,10,Project Manager,40,6,6,7,7,2,5,5,4,2,4,3,4,4,4,3,4,4,5,4,4,5,3,4,3,4,5,4,5,5,5,5,5,5,5,5,4,4,3,4,6,5,3,3,3,3,3,6,5,6,6,6,3,3,4,3,3,3,4,2,3,513
5,3,5,5,3,3,3,3,3,5,4,5,5,5,3,3,5,3,3,6,5,5,5,3,5,3,5,3,5,5,3,3,17,1,2,6,3,Teacher,40,11,1,6,6,6,6,6,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,5,5,3,3,6,6,6,6,6,3,3,6,4,3,3,3,3,1,153
5,4,4,4,3,3,3,3,5,5,5,5,5,5,5,4,5,4,3,5,5,5,5,5,3,3,5,4,2,4,3,5,24,2,1,5,6,Communications professional,40,22,5,2,4,4,3,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,4,4,4,4,3,4,3,4,3,3,3,3,3,5,5,5,5,5,3,3,6,4,2,3,6,6,2,232
6,5,3,6,6,6,5,5,6,4,5,5,6,2,6,6,3,4,4,3,5,4,5,3,5,5,4,4,2,3,4,5,20,1,1,5,10,insurance adjuster,40,15,5,7,7,6,5,5,5,4,4,5,4,5,5,4,4,5,5,5,4,4,4,5,4,4,4,4,5,4,5,5,5,5,4,4,5,5,3,4,7,6,6,6,5,5,5,4,5,5,5,4,5,5,5,5,4,5,4,6,2,567
7,5,4,4,3,5,5,6,7,1,2,2,2,2,2,3,6,6,3,7,7,7,7,5,1,2,7,7,4,7,1,1,16,2,1,5,8,Product Manager,40,5,6,7,6,6,7,6,5,4,5,5,4,4,5,4,5,5,3,4,4,4,5,5,3,3,3,4,5,5,5,5,5,5,4,5,3,3,3,4,3,3,3,3,3,3,3,5,5,5,5,5,3,3,3,4,4,3,3,3,2,190
